Age	Costs	QALYs
3015	127.5403164	0.016039386
3016	127.6171856	0.016038462
3017	127.6940548	0.016037537
3018	127.7709241	0.016036612
3019	127.8477933	0.016035688
3020	127.9246625	0.016034763
3021	128.0015317	0.016033839
3022	128.0784009	0.016032914
3023	128.1552702	0.01603199
3024	128.2321394	0.016031065
3025	128.3090086	0.016030141
3026	128.3858778	0.016029216
3027	128.462747	0.016028291
3028	128.5396162	0.016027367
3029	128.6164855	0.016026442
3030	128.6933547	0.016025518
3031	128.7702239	0.016024593
3032	128.8470931	0.016023669
3033	128.9239623	0.016022744
3034	129.0008316	0.01602182
3035	129.0777008	0.016020895
3036	129.15457	0.01601997
3037	129.2314392	0.016019046
3038	129.3083084	0.016018121
3039	129.3851776	0.016017197
3040	129.4620469	0.016016272
3041	129.5389161	0.016015348
3042	129.6157853	0.016014423
3043	129.6926545	0.016013499
3044	129.7695237	0.016012574
3045	129.846393	0.016011649
3046	129.9232622	0.016010725
3047	130.0001314	0.0160098
3048	130.0770006	0.016008876
3049	130.1538698	0.016007951
3050	130.230739	0.016007027
3051	130.3076083	0.016006102
3052	130.3844775	0.016005178
3053	130.4613467	0.016004253
3054	130.5382159	0.016003328
3055	130.6150851	0.016002404
3056	130.6919544	0.016001479
3057	130.7688236	0.016000555
3058	130.8456928	0.01599963
3059	130.922562	0.015998706
3060	130.9994312	0.015997781
3061	131.0763004	0.015996857
3062	131.1531697	0.015995932
3063	131.2300389	0.015995007
3064	131.3069081	0.015994083
3065	131.3837773	0.015993158
3066	131.4606465	0.015992234
3067	131.5375157	0.015991309
3068	131.614385	0.015990385
3069	131.6912542	0.01598946
3070	131.7681234	0.015988536
3071	131.8449926	0.015987611
3072	131.9218618	0.015986686
3073	131.9987311	0.015985762
3074	132.0756003	0.015984837
3075	132.1524695	0.015983913
3076	132.2293387	0.015982988
3077	132.3062079	0.015982064
3078	132.3830771	0.015981139
3079	132.4599464	0.015980214
3080	132.5368156	0.01597929
3081	132.6136848	0.015978365
3082	132.690554	0.015977441
3083	132.7674232	0.015976516
3084	132.8442925	0.015975592
3085	132.9211617	0.015974667
3086	132.9980309	0.015973743
3087	133.0749001	0.015972818
3088	133.1517693	0.015971893
3089	133.2286385	0.015970969
3090	133.3055078	0.015970044
3091	133.382377	0.01596912
3092	133.4592462	0.015968195
3093	133.5361154	0.015967271
3094	133.6129846	0.015966346
3095	133.6898539	0.015965422
3096	133.7667231	0.015964497
3097	133.8435923	0.015963572
3098	133.9204615	0.015962648
3099	133.9973307	0.015961723
3100	134.0741999	0.015960799
3101	134.1510692	0.015959874
3102	134.2279384	0.01595895
3103	134.3048076	0.015958025
3104	134.3816768	0.015957101
3105	134.458546	0.015956176
3106	134.5354153	0.015955251
3107	134.6122845	0.015954327
3108	134.6891537	0.015953402
3109	134.7660229	0.015952478
3110	134.8428921	0.015951553
3111	134.9197613	0.015950629
3112	134.9966306	0.015949704
3113	135.0734998	0.01594878
3114	135.150369	0.015947855
3115	135.2272382	0.01594693
3116	135.3041074	0.015946006
3117	135.3809766	0.015945081
3118	135.4578459	0.015944157
3119	135.5347151	0.015943232
3120	135.6115843	0.015942308
3121	135.7575418	0.015941642
3122	135.9034994	0.015940976
3123	136.0494569	0.015940311
3124	136.1954145	0.015939645
3125	136.341372	0.015938979
3126	136.4873296	0.015938314
3127	136.6332871	0.015937648
3128	136.7792446	0.015936982
3129	136.9252022	0.015936317
3130	137.0711597	0.015935651
3131	137.2171173	0.015934985
3132	137.3630748	0.01593432
3133	137.5090323	0.015933654
3134	137.6549899	0.015932988
3135	137.8009474	0.015932322
3136	137.946905	0.015931657
3137	138.0928625	0.015930991
3138	138.2388201	0.015930325
3139	138.3847776	0.01592966
3140	138.5307351	0.015928994
3141	138.6766927	0.015928328
3142	138.8226502	0.015927663
3143	138.9686078	0.015926997
3144	139.1145653	0.015926331
3145	139.2605229	0.015925666
3146	139.4064804	0.015925
3147	139.5524379	0.015924334
3148	139.6983955	0.015923669
3149	139.844353	0.015923003
3150	139.9903106	0.015922337
3151	140.1362681	0.015921672
3152	140.2822256	0.015921006
3153	140.4281832	0.01592034
3154	140.5741407	0.015919675
3155	140.7200983	0.015919009
3156	140.8660558	0.015918343
3157	141.0120134	0.015917678
3158	141.1579709	0.015917012
3159	141.3039284	0.015916346
3160	141.449886	0.01591568
3161	141.5958435	0.015915015
3162	141.7418011	0.015914349
3163	141.8877586	0.015913683
3164	142.0337162	0.015913018
3165	142.1796737	0.015912352
3166	142.3256312	0.015911686
3167	142.4715888	0.015911021
3168	142.6175463	0.015910355
3169	142.7635039	0.015909689
3170	142.9094614	0.015909024
3171	143.0554189	0.015908358
3172	143.2013765	0.015907692
3173	143.347334	0.015907027
3174	143.4932916	0.015906361
3175	143.6392491	0.015905695
3176	143.7852067	0.01590503
3177	143.9311642	0.015904364
3178	144.0771217	0.015903698
3179	144.2230793	0.015903033
3180	144.3690368	0.015902367
3181	144.5149944	0.015901701
3182	144.6609519	0.015901036
3183	144.8069095	0.01590037
3184	144.952867	0.015899704
3185	145.0988245	0.015899038
3186	145.2447821	0.015898373
3187	145.3907396	0.015897707
3188	145.5366972	0.015897041
3189	145.6826547	0.015896376
3190	145.8286122	0.01589571
3191	145.9745698	0.015895044
3192	146.1205273	0.015894379
3193	146.2664849	0.015893713
3194	146.4124424	0.015893047
3195	146.5584	0.015892382
3196	146.7043575	0.015891716
3197	146.850315	0.01589105
3198	146.9962726	0.015890385
3199	147.1422301	0.015889719
3200	147.2881877	0.015889053
3201	147.4341452	0.015888388
3202	147.5801027	0.015887722
3203	147.7260603	0.015887056
3204	147.8720178	0.015886391
3205	148.0179754	0.015885725
3206	148.1639329	0.015885059
3207	148.3098905	0.015884393
3208	148.455848	0.015883728
3209	148.6018055	0.015883062
3210	148.7477631	0.015882396
3211	148.8937206	0.015881731
3212	149.0396782	0.015881065
3213	149.1856357	0.015880399
3214	149.3315933	0.015879734
3215	149.4775508	0.015879068
3216	149.6235083	0.015878402
3217	149.7694659	0.015877737
3218	149.9154234	0.015877071
3219	150.061381	0.015876405
3220	150.2073385	0.01587574
3221	150.353296	0.015875074
3222	150.4992536	0.015874408
3223	150.6452111	0.015873743
3224	150.7911687	0.015873077
3225	150.9371262	0.015872411
3226	151.0830838	0.015871746
3227	151.2290413	0.01587108
3228	151.3749988	0.015870414
3229	151.5209564	0.015869749
3230	151.6669139	0.015869083
3231	151.8128715	0.015868417
3232	151.958829	0.015867751
3233	152.1047866	0.015867086
3234	152.2507441	0.01586642
3235	152.3967016	0.015865754
3236	152.5426592	0.015865089
3237	152.6886167	0.015864423
3238	152.8345743	0.015863757
3239	152.9805318	0.015863092
3240	153.1264893	0.015862426
3241	153.2724469	0.01586176
3242	153.4184044	0.015861095
3243	153.564362	0.015860429
3244	153.7103195	0.015859763
3245	153.8562771	0.015859098
3246	154.0022346	0.015858432
3247	154.1481921	0.015857766
3248	154.2941497	0.015857101
3249	154.4401072	0.015856435
3250	154.5860648	0.015855769
3251	154.7320223	0.015855104
3252	154.8779799	0.015854438
3253	155.0239374	0.015853772
3254	155.1698949	0.015853107
3255	155.3158525	0.015852441
3256	155.46181	0.015851775
3257	155.6077676	0.015851109
3258	155.7537251	0.015850444
3259	155.8996826	0.015849778
3260	156.0456402	0.015849112
3261	156.1915977	0.015848447
3262	156.3375553	0.015847781
3263	156.4835128	0.015847115
3264	156.6294704	0.01584645
3265	156.7754279	0.015845784
3266	156.9213854	0.015845118
3267	157.067343	0.015844453
3268	157.2133005	0.015843787
3269	157.3592581	0.015843121
3270	157.5052156	0.015842456
3271	157.6511731	0.01584179
3272	157.7971307	0.015841124
3273	157.9430882	0.015840459
3274	158.0890458	0.015839793
3275	158.2350033	0.015839127
3276	158.3809609	0.015838462
3277	158.5269184	0.015837796
3278	158.6728759	0.01583713
3279	158.8188335	0.015836464
3280	158.964791	0.015835799
3281	159.1107486	0.015835133
3282	159.2567061	0.015834467
3283	159.4026637	0.015833802
3284	159.5486212	0.015833136
3285	159.6945787	0.01583247
3286	159.8405363	0.015831805
3287	159.9864938	0.015831139
3288	160.1324514	0.015830473
3289	160.2784089	0.015829808
3290	160.4243664	0.015829142
3291	160.570324	0.015828476
3292	160.7162815	0.015827811
3293	160.8622391	0.015827145
3294	161.0081966	0.015826479
3295	161.1541542	0.015825814
3296	161.3001117	0.015825148
3297	161.4460692	0.015824482
3298	161.5920268	0.015823817
3299	161.7379843	0.015823151
3300	161.8839419	0.015822485
3301	162.0298994	0.01582182
3302	162.175857	0.015821154
3303	162.3218145	0.015820488
3304	162.467772	0.015819822
3305	162.6137296	0.015819157
3306	162.7596871	0.015818491
3307	162.9056447	0.015817825
3308	163.0516022	0.01581716
3309	163.1975597	0.015816494
3310	163.3435173	0.015815828
3311	163.4894748	0.015815163
3312	163.6354324	0.015814497
3313	163.7813899	0.015813831
3314	163.9273475	0.015813166
3315	164.073305	0.0158125
3316	164.2192625	0.015811834
3317	164.3652201	0.015811169
3318	164.5111776	0.015810503
3319	164.6571352	0.015809837
3320	164.8030927	0.015809172
3321	164.9490503	0.015808506
3322	165.0950078	0.01580784
3323	165.2409653	0.015807175
3324	165.3869229	0.015806509
3325	165.5328804	0.015805843
3326	165.678838	0.015805178
3327	165.8247955	0.015804512
3328	165.970753	0.015803846
3329	166.1167106	0.01580318
3330	166.2626681	0.015802515
3331	166.4086257	0.015801849
3332	166.5545832	0.015801183
3333	166.7005408	0.015800518
3334	166.8464983	0.015799852
3335	166.9924558	0.015799186
3336	167.1384134	0.015798521
3337	167.2843709	0.015797855
3338	167.4303285	0.015797189
3339	167.576286	0.015796524
3340	167.7222436	0.015795858
3341	167.8682011	0.015795192
3342	168.0141586	0.015794527
3343	168.1601162	0.015793861
3344	168.3060737	0.015793195
3345	168.4520313	0.01579253
3346	168.5979888	0.015791864
3347	168.7439463	0.015791198
3348	168.8899039	0.015790533
3349	169.0358614	0.015789867
3350	169.181819	0.015789201
3351	169.3277765	0.015788536
3352	169.4737341	0.01578787
3353	169.6196916	0.015787204
3354	169.7656491	0.015786538
3355	169.9116067	0.015785873
3356	170.0575642	0.015785207
3357	170.2035218	0.015784541
3358	170.3494793	0.015783876
3359	170.4954368	0.01578321
3360	170.6413944	0.015782544
3361	170.7873519	0.015781879
3362	170.9333095	0.015781213
3363	171.079267	0.015780547
3364	171.2252246	0.015779882
3365	171.3711821	0.015779216
3366	171.5171396	0.01577855
3367	171.6630972	0.015777885
3368	171.8090547	0.015777219
3369	171.9550123	0.015776553
3370	172.1009698	0.015775888
3371	172.2469274	0.015775222
3372	172.3928849	0.015774556
3373	172.5388424	0.015773891
3374	172.6848	0.015773225
3375	172.8307575	0.015772559
3376	172.9767151	0.015771893
3377	173.1226726	0.015771228
3378	173.2686301	0.015770562
3379	173.4145877	0.015769896
3380	173.5605452	0.015769231
3381	173.7065028	0.015768565
3382	173.8524603	0.015767899
3383	173.9984179	0.015767234
3384	174.1443754	0.015766568
3385	174.2903329	0.015765902
3386	174.4362905	0.015765237
3387	174.582248	0.015764571
3388	174.7282056	0.015763905
3389	174.8741631	0.01576324
3390	175.0201207	0.015762574
3391	175.1660782	0.015761908
3392	175.3120357	0.015761243
3393	175.4579933	0.015760577
3394	175.6039508	0.015759911
3395	175.7499084	0.015759246
3396	175.8958659	0.01575858
3397	176.0418234	0.015757914
3398	176.187781	0.015757249
3399	176.3337385	0.015756583
3400	176.4796961	0.015755917
3401	176.6256536	0.015755251
3402	176.7716112	0.015754586
3403	176.9175687	0.01575392
3404	177.0635262	0.015753254
3405	177.2094838	0.015752589
3406	177.3554413	0.015751923
3407	177.5013989	0.015751257
3408	177.6473564	0.015750592
3409	177.793314	0.015749926
3410	177.9392715	0.01574926
3411	178.085229	0.015748595
3412	178.2311866	0.015747929
3413	178.3771441	0.015747263
3414	178.5231017	0.015746598
3415	178.6690592	0.015745932
3416	178.8150167	0.015745266
3417	178.9609743	0.015744601
3418	179.1069318	0.015743935
3419	179.2528894	0.015743269
3420	179.3988469	0.015742604
3421	179.5448045	0.015741938
3422	179.690762	0.015741272
3423	179.8367195	0.015740607
3424	179.9826771	0.015739941
3425	180.1286346	0.015739275
3426	180.2745922	0.015738609
3427	180.4205497	0.015737944
3428	180.5665072	0.015737278
3429	180.7124648	0.015736612
3430	180.8584223	0.015735947
3431	181.0043799	0.015735281
3432	181.1503374	0.015734615
3433	181.296295	0.01573395
3434	181.4422525	0.015733284
3435	181.58821	0.015732618
3436	181.7341676	0.015731953
3437	181.8801251	0.015731287
3438	182.0260827	0.015730621
3439	182.1720402	0.015729956
3440	182.3179978	0.01572929
3441	182.4639553	0.015728624
3442	182.6099128	0.015727959
3443	182.7558704	0.015727293
3444	182.9018279	0.015726627
3445	183.0477855	0.015725962
3446	183.193743	0.015725296
3447	183.3397005	0.01572463
3448	183.4856581	0.015723964
3449	183.6316156	0.015723299
3450	183.7775732	0.015722633
3451	183.9235307	0.015721967
3452	184.0694883	0.015721302
3453	184.2154458	0.015720636
3454	184.3614033	0.01571997
3455	184.5073609	0.015719305
3456	184.6533184	0.015718639
3457	184.799276	0.015717973
3458	184.9452335	0.015717308
3459	185.0911911	0.015716642
3460	185.2371486	0.015715976
3461	185.3831061	0.015715311
3462	185.5290637	0.015714645
3463	185.6750212	0.015713979
3464	185.8209788	0.015713314
3465	185.9669363	0.015712648
3466	186.1128938	0.015711982
3467	186.2588514	0.015711317
3468	186.4048089	0.015710651
3469	186.5507665	0.015709985
3470	186.696724	0.01570932
3471	186.8426816	0.015708654
3472	186.9886391	0.015707988
3473	187.1345966	0.015707322
3474	187.2805542	0.015706657
3475	187.4265117	0.015705991
3476	187.5724693	0.015705325
3477	187.7184268	0.01570466
3478	187.8643844	0.015703994
3479	188.0103419	0.015703328
3480	188.1562994	0.015702663
3481	188.302257	0.015701997
3482	188.4482145	0.015701331
3483	188.5941721	0.015700666
3484	188.7401296	0.0157
3485	188.8860871	0.015699334
3486	189.0320447	0.015698669
3487	189.1780022	0.015698003
3488	189.3239598	0.015697337
3489	189.4699173	0.015696672
3490	189.6158749	0.015696006
3491	189.7618324	0.01569534
3492	189.9077899	0.015694675
3493	190.0537475	0.015694009
3494	190.199705	0.015693343
3495	190.3456626	0.015692678
3496	190.4916201	0.015692012
3497	190.6375776	0.015691346
3498	190.7835352	0.01569068
3499	190.9294927	0.015690015
3500	191.0754503	0.015689349
3501	191.2214078	0.015688683
3502	191.3673654	0.015688018
3503	191.5133229	0.015687352
3504	191.6592804	0.015686686
3505	191.805238	0.015686021
3506	191.9511955	0.015685355
3507	192.0971531	0.015684689
3508	192.2431106	0.015684024
3509	192.3890682	0.015683358
3510	192.5350257	0.015682692
3511	192.6809832	0.015682027
3512	192.8269408	0.015681361
3513	192.9728983	0.015680695
3514	193.1188559	0.01568003
3515	193.2648134	0.015679364
3516	193.4107709	0.015678698
3517	193.5567285	0.015678033
3518	193.702686	0.015677367
3519	193.8486436	0.015676701
3520	193.9946011	0.015676036
3521	194.1405587	0.01567537
3522	194.2865162	0.015674704
3523	194.4324737	0.015674038
3524	194.5784313	0.015673373
3525	194.7243888	0.015672707
3526	194.8703464	0.015672041
3527	195.0163039	0.015671376
3528	195.1622615	0.01567071
3529	195.308219	0.015670044
3530	195.4541765	0.015669379
3531	195.6001341	0.015668713
3532	195.7460916	0.015668047
3533	195.8920492	0.015667382
3534	196.0380067	0.015666716
3535	196.1839642	0.01566605
3536	196.3299218	0.015665385
3537	196.4758793	0.015664719
3538	196.6218369	0.015664053
3539	196.7677944	0.015663388
3540	196.913752	0.015662722
3541	197.0597095	0.015662056
3542	197.205667	0.015661391
3543	197.3516246	0.015660725
3544	197.4975821	0.015660059
3545	197.6435397	0.015659393
3546	197.7894972	0.015658728
3547	197.9354548	0.015658062
3548	198.0814123	0.015657396
3549	198.2273698	0.015656731
3550	198.3733274	0.015656065
3551	198.5192849	0.015655399
3552	198.6652425	0.015654734
3553	198.8112	0.015654068
3554	198.9571575	0.015653402
3555	199.1031151	0.015652737
3556	199.2490726	0.015652071
3557	199.3950302	0.015651405
3558	199.5409877	0.01565074
3559	199.6869453	0.015650074
3560	199.8329028	0.015649408
3561	199.9788603	0.015648743
3562	200.1248179	0.015648077
3563	200.2707754	0.015647411
3564	200.416733	0.015646746
3565	200.5626905	0.01564608
3566	200.708648	0.015645414
3567	200.8546056	0.015644749
3568	201.0005631	0.015644083
3569	201.1465207	0.015643417
3570	201.2924782	0.015642751
3571	201.4384358	0.015642086
3572	201.5843933	0.01564142
3573	201.7303508	0.015640754
3574	201.8763084	0.015640089
3575	202.0222659	0.015639423
3576	202.1682235	0.015638757
3577	202.314181	0.015638092
3578	202.4601386	0.015637426
3579	202.6060961	0.01563676
3580	202.7520536	0.015636095
3581	202.8980112	0.015635429
3582	203.0439687	0.015634763
3583	203.1899263	0.015634098
3584	203.3358838	0.015633432
3585	203.4818413	0.015632766
3586	203.6277989	0.015632101
3587	203.7737564	0.015631435
3588	203.919714	0.015630769
3589	204.0656715	0.015630104
3590	204.2116291	0.015629438
3591	204.3575866	0.015628772
3592	204.5035441	0.015628107
3593	204.6495017	0.015627441
3594	204.7954592	0.015626775
3595	204.9414168	0.015626109
3596	205.0873743	0.015625444
3597	205.2333319	0.015624778
3598	205.3792894	0.015624112
3599	205.5252469	0.015623447
3600	205.6712045	0.015622781
3601	205.817162	0.015622115
3602	205.9631196	0.01562145
3603	206.1090771	0.015620784
3604	206.2550346	0.015620118
3605	206.4009922	0.015619453
3606	206.5469497	0.015618787
3607	206.6929073	0.015618121
3608	206.8388648	0.015617456
3609	206.9848224	0.01561679
3610	207.1307799	0.015616124
3611	207.2767374	0.015615459
3612	207.422695	0.015614793
3613	207.5686525	0.015614127
3614	207.7146101	0.015613462
3615	207.8605676	0.015612796
3616	208.0065252	0.01561213
3617	208.1524827	0.015611464
3618	208.2984402	0.015610799
3619	208.4443978	0.015610133
3620	208.5903553	0.015609467
3621	208.7363129	0.015608802
3622	208.8822704	0.015608136
3623	209.0282279	0.01560747
3624	209.1741855	0.015606805
3625	209.320143	0.015606139
3626	209.4661006	0.015605473
3627	209.6120581	0.015604808
3628	209.7580157	0.015604142
3629	209.9039732	0.015603476
3630	210.0499307	0.015602811
3631	210.1958883	0.015602145
3632	210.3418458	0.015601479
3633	210.4878034	0.015600814
3634	210.6337609	0.015600148
3635	210.7797184	0.015599482
3636	210.925676	0.015598817
3637	211.0716335	0.015598151
3638	211.2175911	0.015597485
3639	211.3635486	0.01559682
3640	211.5095062	0.015596154
3641	211.8075106	0.01559338
3642	212.1055151	0.015590607
3643	212.4035196	0.015587833
3644	212.7015241	0.015585059
3645	212.9995286	0.015582286
3646	213.297533	0.015579512
3647	213.5955375	0.015576738
3648	213.893542	0.015573964
3649	214.1915465	0.015571191
3650	214.489551	0.015568417
3651	214.7875554	0.015565643
3652	215.0855599	0.01556287
3653	215.3835644	0.015560096
3654	215.6815689	0.015557322
3655	215.9795734	0.015554549
3656	216.2775778	0.015551775
3657	216.5755823	0.015549001
3658	216.8735868	0.015546228
3659	217.1715913	0.015543454
3660	217.4695957	0.01554068
3661	217.7676002	0.015537907
3662	218.0656047	0.015535133
3663	218.3636092	0.015532359
3664	218.6616137	0.015529586
3665	218.9596181	0.015526812
3666	219.2576226	0.015524038
3667	219.5556271	0.015521265
3668	219.8536316	0.015518491
3669	220.1516361	0.015515717
3670	220.4496405	0.015512944
3671	220.747645	0.01551017
3672	221.0456495	0.015507396
3673	221.343654	0.015504623
3674	221.6416585	0.015501849
3675	221.9396629	0.015499075
3676	222.2376674	0.015496302
3677	222.5356719	0.015493528
3678	222.8336764	0.015490754
3679	223.1316809	0.015487981
3680	223.4296853	0.015485207
3681	223.7276898	0.015482433
3682	224.0256943	0.01547966
3683	224.3236988	0.015476886
3684	224.6217033	0.015474112
3685	224.9197077	0.015471339
3686	225.2177122	0.015468565
3687	225.5157167	0.015465791
3688	225.8137212	0.015463018
3689	226.1117256	0.015460244
3690	226.4097301	0.01545747
3691	226.7077346	0.015454697
3692	227.0057391	0.015451923
3693	227.3037436	0.015449149
3694	227.601748	0.015446376
3695	227.8997525	0.015443602
3696	228.197757	0.015440828
3697	228.4957615	0.015438055
3698	228.793766	0.015435281
3699	229.0917704	0.015432507
3700	229.3897749	0.015429734
3701	229.6877794	0.01542696
3702	229.9857839	0.015424186
3703	230.2837884	0.015421413
3704	230.5817928	0.015418639
3705	230.8797973	0.015415865
3706	231.1778018	0.015413092
3707	231.4758063	0.015410318
3708	231.7738108	0.015407544
3709	232.0718152	0.015404771
3710	232.3698197	0.015401997
3711	232.6678242	0.015399223
3712	232.9658287	0.01539645
3713	233.2638332	0.015393676
3714	233.5618376	0.015390902
3715	233.8598421	0.015388129
3716	234.1578466	0.015385355
3717	234.4558511	0.015382581
3718	234.7538555	0.015379808
3719	235.05186	0.015377034
3720	235.3498645	0.01537426
3721	235.647869	0.015371487
3722	235.9458735	0.015368713
3723	236.2438779	0.015365939
3724	236.5418824	0.015363166
3725	236.8398869	0.015360392
3726	237.1378914	0.015357618
3727	237.4358959	0.015354845
3728	237.7339003	0.015352071
3729	238.0319048	0.015349297
3730	238.3299093	0.015346524
3731	238.6279138	0.01534375
3732	238.9259183	0.015340976
3733	239.2239227	0.015338203
3734	239.5219272	0.015335429
3735	239.8199317	0.015332655
3736	240.1179362	0.015329882
3737	240.4159407	0.015327108
3738	240.7139451	0.015324334
3739	241.0119496	0.015321561
3740	241.3099541	0.015318787
3741	241.6079586	0.015316013
3742	241.9059631	0.01531324
3743	242.2039675	0.015310466
3744	242.501972	0.015307692
3745	242.7999765	0.015304919
3746	243.097981	0.015302145
3747	243.3959854	0.015299371
3748	243.6939899	0.015296598
3749	243.9919944	0.015293824
3750	244.2899989	0.01529105
3751	244.5880034	0.015288277
3752	244.8860078	0.015285503
3753	245.1840123	0.015282729
3754	245.4820168	0.015279956
3755	245.7800213	0.015277182
3756	246.0780258	0.015274408
3757	246.3760302	0.015271635
3758	246.6740347	0.015268861
3759	246.9720392	0.015266087
3760	247.2700437	0.015263314
3761	247.5680482	0.01526054
3762	247.8660526	0.015257766
3763	248.1640571	0.015254993
3764	248.4620616	0.015252219
3765	248.7600661	0.015249445
3766	249.0580706	0.015246672
3767	249.356075	0.015243898
3768	249.6540795	0.015241124
3769	249.952084	0.015238351
3770	250.2500885	0.015235577
3771	250.548093	0.015232803
3772	250.8460974	0.01523003
3773	251.1441019	0.015227256
3774	251.4421064	0.015224482
3775	251.7401109	0.015221709
3776	252.0381153	0.015218935
3777	252.3361198	0.015216161
3778	252.6341243	0.015213388
3779	252.9321288	0.015210614
3780	253.2301333	0.01520784
3781	253.5281377	0.015205067
3782	253.8261422	0.015202293
3783	254.1241467	0.015199519
3784	254.4221512	0.015196746
3785	254.7201557	0.015193972
3786	255.0181601	0.015191198
3787	255.3161646	0.015188425
3788	255.6141691	0.015185651
3789	255.9121736	0.015182877
3790	256.2101781	0.015180104
3791	256.5081825	0.01517733
3792	256.806187	0.015174556
3793	257.1041915	0.015171783
3794	257.402196	0.015169009
3795	257.7002005	0.015166235
3796	257.9982049	0.015163462
3797	258.2962094	0.015160688
3798	258.5942139	0.015157914
3799	258.8922184	0.015155141
3800	259.1902229	0.015152367
3801	259.4882273	0.015149593
3802	259.7862318	0.01514682
3803	260.0842363	0.015144046
3804	260.3822408	0.015141272
3805	260.6802452	0.015138499
3806	260.9782497	0.015135725
3807	261.2762542	0.015132951
3808	261.5742587	0.015130178
3809	261.8722632	0.015127404
3810	262.1702676	0.01512463
3811	262.4682721	0.015121857
3812	262.7662766	0.015119083
3813	263.0642811	0.015116309
3814	263.3622856	0.015113536
3815	263.66029	0.015110762
3816	263.9582945	0.015107988
3817	264.256299	0.015105214
3818	264.5543035	0.015102441
3819	264.852308	0.015099667
3820	265.1503124	0.015096893
3821	265.4483169	0.01509412
3822	265.7463214	0.015091346
3823	266.0443259	0.015088572
3824	266.3423304	0.015085799
3825	266.6403348	0.015083025
3826	266.9383393	0.015080251
3827	267.2363438	0.015077478
3828	267.5343483	0.015074704
3829	267.8323528	0.01507193
3830	268.1303572	0.015069157
3831	268.4283617	0.015066383
3832	268.7263662	0.015063609
3833	269.0243707	0.015060836
3834	269.3223752	0.015058062
3835	269.6203796	0.015055288
3836	269.9183841	0.015052515
3837	270.2163886	0.015049741
3838	270.5143931	0.015046967
3839	270.8123975	0.015044194
3840	271.110402	0.01504142
3841	271.4084065	0.015038646
3842	271.706411	0.015035873
3843	272.0044155	0.015033099
3844	272.3024199	0.015030325
3845	272.6004244	0.015027552
3846	272.8984289	0.015024778
3847	273.1964334	0.015022004
3848	273.4944379	0.015019231
3849	273.7924423	0.015016457
3850	274.0904468	0.015013683
3851	274.3884513	0.01501091
3852	274.6864558	0.015008136
3853	274.9844603	0.015005362
3854	275.2824647	0.015002589
3855	275.5804692	0.014999815
3856	275.8784737	0.014997041
3857	276.1764782	0.014994268
3858	276.4744827	0.014991494
3859	276.7724871	0.01498872
3860	277.0704916	0.014985947
3861	277.3684961	0.014983173
3862	277.6665006	0.014980399
3863	277.9645051	0.014977626
3864	278.2625095	0.014974852
3865	278.560514	0.014972078
3866	278.8585185	0.014969305
3867	279.156523	0.014966531
3868	279.4545274	0.014963757
3869	279.7525319	0.014960984
3870	280.0505364	0.01495821
3871	280.3485409	0.014955436
3872	280.6465454	0.014952663
3873	280.9445498	0.014949889
3874	281.2425543	0.014947115
3875	281.5405588	0.014944342
3876	281.8385633	0.014941568
3877	282.1365678	0.014938794
3878	282.4345722	0.014936021
3879	282.7325767	0.014933247
3880	283.0305812	0.014930473
3881	283.3285857	0.0149277
3882	283.6265902	0.014924926
3883	283.9245946	0.014922152
3884	284.2225991	0.014919379
3885	284.5206036	0.014916605
3886	284.8186081	0.014913831
3887	285.1166126	0.014911058
3888	285.414617	0.014908284
3889	285.7126215	0.01490551
3890	286.010626	0.014902737
3891	286.3086305	0.014899963
3892	286.606635	0.014897189
3893	286.9046394	0.014894416
3894	287.2026439	0.014891642
3895	287.5006484	0.014888868
3896	287.7986529	0.014886095
3897	288.0966573	0.014883321
3898	288.3946618	0.014880547
3899	288.6926663	0.014877774
3900	288.9906708	0.014875
3901	289.2886753	0.014872226
3902	289.5866797	0.014869453
3903	289.8846842	0.014866679
3904	290.1826887	0.014863905
3905	290.4806932	0.014861132
3906	290.7786977	0.014858358
3907	291.0767021	0.014855584
3908	291.3747066	0.014852811
3909	291.6727111	0.014850037
3910	291.9707156	0.014847263
3911	292.2687201	0.01484449
3912	292.5667245	0.014841716
3913	292.864729	0.014838942
3914	293.1627335	0.014836169
3915	293.460738	0.014833395
3916	293.7587425	0.014830621
3917	294.0567469	0.014827848
3918	294.3547514	0.014825074
3919	294.6527559	0.0148223
3920	294.9507604	0.014819527
3921	295.2487649	0.014816753
3922	295.5467693	0.014813979
3923	295.8447738	0.014811206
3924	296.1427783	0.014808432
3925	296.4407828	0.014805658
3926	296.7387872	0.014802885
3927	297.0367917	0.014800111
3928	297.3347962	0.014797337
3929	297.6328007	0.014794564
3930	297.9308052	0.01479179
3931	298.2288096	0.014789016
3932	298.5268141	0.014786243
3933	298.8248186	0.014783469
3934	299.1228231	0.014780695
3935	299.4208276	0.014777922
3936	299.718832	0.014775148
3937	300.0168365	0.014772374
3938	300.314841	0.014769601
3939	300.6128455	0.014766827
3940	300.91085	0.014764053
3941	301.2088544	0.01476128
3942	301.5068589	0.014758506
3943	301.8048634	0.014755732
3944	302.1028679	0.014752959
3945	302.4008724	0.014750185
3946	302.6988768	0.014747411
3947	302.9968813	0.014744638
3948	303.2948858	0.014741864
3949	303.5928903	0.01473909
3950	303.8908948	0.014736317
3951	304.1888992	0.014733543
3952	304.4869037	0.014730769
3953	304.7849082	0.014727996
